gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,FORMAL_CHARGE,CHIRAL_CENTER_COUNT
ADRA1A,antagonist,risperidone,0.04,Alpha-1A adrenergic receptor,GPCR,8.5528,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HRH1,antagonist,risperidone,0.03,Histamine H1 receptor,GPCR,7.4815,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
ADRA1B,antagonist,risperidone,0.07,Alpha-1B adrenergic receptor,GPCR,8.48,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
ADRA2C,antagonist,risperidone,0.03,Alpha-2C adrenergic receptor,GPCR,8.4949,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR1B,antagonist,risperidone,0.01,5-hydroxytryptamine receptor 1B,GPCR,7.49,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
DRD2,antagonist,risperidone,0.27,D(2) dopamine receptor,GPCR,8.49,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR1F,antagonist,risperidone,0.03,5-hydroxytryptamine receptor 1F,GPCR,5.9,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR2C,antagonist,risperidone,0.12,5-hydroxytryptamine receptor 2C,GPCR,7.7,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
ADRA1D,antagonist,risperidone,0.01,Alpha-1D adrenergic receptor,GPCR,7.4,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR1D,antagonist,risperidone,0.04,5-hydroxytryptamine receptor 1D,GPCR,7.6,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR6,antagonist,risperidone,0.05,5-hydroxytryptamine receptor 6,GPCR,6.65,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR7,antagonist,risperidone,0.04,5-hydroxytryptamine receptor 7,GPCR,8.47,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
ADRA2B,antagonist,risperidone,0.04,Alpha-2B adrenergic receptor,GPCR,7.77,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
HTR1E,antagonist,risperidone,0.02,5-hydroxytryptamine receptor 1E,GPCR,5.9,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
DRD1,antagonist,risperidone,0.01,D(1A) dopamine receptor,GPCR,7.68,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0,0.0
CASR,agonist,etelcalcetide,14.95,Extracellular calcium-sensing receptor,GPCR,4.6,True,1048.26,-11.436233233227105,False,1,0,0,0,567.71,36,18,16,0,144,0,8.0
HRH1,antagonist,alimemazine,1.85,Histamine H1 receptor,GPCR,,True,298.446,4.410279125333334,True,1,0,0,0,6.48,4,0,3,3,43,0,1.0
HTR2A,antagonist,brexpiprazole,0.17,5-hydroxytryptamine receptor 2A,GPCR,9.327901840209961,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0,0.0
ADRA1B,antagonist,brexpiprazole,0.15,Alpha-1B adrenergic receptor,GPCR,9.769551277160641,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0,0.0
DRD2,partial agonist,brexpiprazole,0.23,D(2) dopamine receptor,GPCR,9.52287864685059,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0,0.0
ADRA2C,antagonist,brexpiprazole,0.15,Alpha-2C adrenergic receptor,GPCR,9.22914791107178,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0,0.0
HTR1A,partial agonist,brexpiprazole,0.27,5-hydroxytryptamine receptor 1A,GPCR,9.92081832885742,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0,0.0
CNR1,agonist,dronabinol,1.65,Cannabinoid receptor 1,GPCR,8.54,True,314.4617,5.944157107333332,False,2,3,0,2,29.46,4,1,2,3,53,0,2.0
HTR2A,antagonist,cyclobenzaprine,0.16,5-hydroxytryptamine receptor 2A,GPCR,7.5409,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
HTR2B,antagonist,cyclobenzaprine,0.11,5-hydroxytryptamine receptor 2B,GPCR,6.8125,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
SLC6A4,inhibitor,cyclobenzaprine,0.1,Sodium-dependent serotonin transporter,Transporter,6.9666,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
HTR6,antagonist,cyclobenzaprine,0.17,5-hydroxytryptamine receptor 6,GPCR,6.8386,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
HTR7,antagonist,cyclobenzaprine,0.13,5-hydroxytryptamine receptor 7,GPCR,6.8210000000000015,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
AOX1,inhibitor,cyclobenzaprine,1.25,Aldehyde oxidase,Enzyme,5.5086,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
HTR2C,antagonist,cyclobenzaprine,0.07,5-hydroxytryptamine receptor 2C,GPCR,7.2441,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
SLC6A2,inhibitor,cyclobenzaprine,0.11,Sodium-dependent noradrenaline transporter,Transporter,7.4437,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0,0.0
DRD2,agonist,rotigotine,0.23,D(2) dopamine receptor,GPCR,10.22,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,0,1.0
DRD4,agonist,rotigotine,0.56,D(4) dopamine receptor,GPCR,7.26,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,0,1.0
DRD5,agonist,rotigotine,0.66,D(1B) dopamine receptor,GPCR,6.0,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,0,1.0
DRD3,agonist,rotigotine,0.4,D(3) dopamine receptor,GPCR,8.4,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,0,1.0
DRD1,agonist,rotigotine,0.18,D(1A) dopamine receptor,GPCR,5.6,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,0,1.0
HRH1,antagonist,amitriptyline,0.04,Histamine H1 receptor,GPCR,9.3,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
CHRM1,antagonist,amitriptyline,0.05,Muscarinic acetylcholine receptor M1,GPCR,7.83,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
CHRM2,antagonist,amitriptyline,0.02,Muscarinic acetylcholine receptor M2,GPCR,8.1,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
ADRA1A,"antagonist,inhibitor",amitriptyline,0.02,Alpha-1A adrenergic receptor,GPCR,7.9,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
SLC6A4,inhibitor,amitriptyline,0.19,Sodium-dependent serotonin transporter,Transporter,8.3665,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HTR7,antagonist,amitriptyline,0.06,5-hydroxytryptamine receptor 7,GPCR,6.4,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
SLC6A2,inhibitor,amitriptyline,0.12,Sodium-dependent noradrenaline transporter,Transporter,7.4559,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
SIGMAR1,agonist,amitriptyline,0.19,Sigma non-opioid intracellular receptor 1,Membrane receptor,6.25,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HTR2A,antagonist,amitriptyline,0.03,5-hydroxytryptamine receptor 2A,GPCR,7.96,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HTR2C,antagonist,amitriptyline,0.03,5-hydroxytryptamine receptor 2C,GPCR,8.1,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HRH2,blocker,amitriptyline,0.12,Histamine H2 receptor,GPCR,6.8,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HTR6,antagonist,amitriptyline,0.11,5-hydroxytryptamine receptor 6,GPCR,7.05,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HRH4,binder,amitriptyline,0.12,Histamine H4 receptor,GPCR,8.14,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
CHRM5,antagonist,amitriptyline,0.03,Muscarinic acetylcholine receptor M5,GPCR,7.8,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
KCNH2,blocker,amitriptyline,0.01,Potassium voltage-gated channel subfamily H member 2,Ion channel,5.0,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
ADRA2A,"agonist,antagonist",amitriptyline,0.06,Alpha-2A adrenergic receptor,GPCR,6.879426069,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
CHRM3,antagonist,amitriptyline,0.02,Muscarinic acetylcholine receptor M3,GPCR,7.89,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
ADRA1D,antagonist,amitriptyline,0.04,Alpha-1D adrenergic receptor,GPCR,8.251811972999999,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
CHRM4,antagonist,amitriptyline,0.03,Muscarinic acetylcholine receptor M4,GPCR,8.14,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
HTR1A,"inhibitor,inducer",amitriptyline,0.05,5-hydroxytryptamine receptor 1A,GPCR,6.7212,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
NTRK1,"agonist,activator",amitriptyline,0.09,High affinity nerve growth factor receptor,Kinase,4.2199997901916495,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0,0.0
FLT1,inhibitor,axitinib,0.45,Vascular endothelial growth factor receptor 1,Kinase,8.24,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0,0.0
FLT4,inhibitor,axitinib,0.36,Vascular endothelial growth factor receptor 3,Kinase,6.77,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0,0.0
KDR,inhibitor,axitinib,0.32,Vascular endothelial growth factor receptor 2,Kinase,8.23,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0,0.0
PDGFRB,inhibitor,axitinib,0.14,Platelet-derived growth factor receptor beta,Kinase,9.24,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0,0.0
PLK4,inhibitor,axitinib,0.14,Serine/threonine-protein kinase PLK4,Kinase,8.38,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0,0.0
HRH1,agonist,histamine,0.18,Histamine H1 receptor,GPCR,4.1,True,111.1451,-0.7009711443333334,True,5,1,0,4,54.7,2,2,2,1,17,0,0.0
HRH3,agonist,histamine,0.6,Histamine H3 receptor,GPCR,8.28,True,111.1451,-0.7009711443333334,True,5,1,0,4,54.7,2,2,2,1,17,0,0.0
HRH4,agonist,histamine,1.08,Histamine H4 receptor,GPCR,8.1,True,111.1451,-0.7009711443333334,True,5,1,0,4,54.7,2,2,2,1,17,0,0.0
ESR2,antagonist,bazedoxifene,0.57,Estrogen receptor beta,Nuclear hormone receptor,8.42,True,470.61300000000006,6.005592582323557,False,2,3,0,0,57.86,7,2,5,5,69,0,0.0
ESR1,antagonist,bazedoxifene,0.28,Estrogen receptor,Nuclear hormone receptor,9.22,True,470.61300000000006,6.005592582323557,False,2,3,0,0,57.86,7,2,5,5,69,0,0.0
SCN9A,blocker,carbamazepine,0.02,Sodium channel protein type 9 subunit alpha,Ion channel,4.66,True,236.2686,2.766030386333333,True,3,11,0,3,46.33,0,1,1,3,30,0,0.0
SCN4A,blocker,carbamazepine,0.02,Sodium channel protein type 4 subunit alpha,Ion channel,4.28,True,236.2686,2.766030386333333,True,3,11,0,3,46.33,0,1,1,3,30,0,0.0
KEAP1,binder,dimethyl fumarate,,Kelch-like ECH-associated protein 1,Cytosolic other,,True,144.1253,0.7175404473333331,True,2,0,0,0,52.6,2,0,4,0,18,0,0.0
ADORA3,antagonist,istradefylline,0.34,Adenosine receptor A3,GPCR,5.35,True,384.436,2.417824491333333,True,2,10,2,8,80.28,6,0,8,3,52,0,0.0
ADORA2A,antagonist,istradefylline,1.44,Adenosine receptor A2a,GPCR,8.66,True,384.436,2.417824491333333,True,2,10,2,8,80.28,6,0,8,3,52,0,0.0
ADORA1,antagonist,istradefylline,0.75,Adenosine receptor A1,GPCR,6.08,True,384.436,2.417824491333333,True,2,10,2,8,80.28,6,0,8,3,52,0,0.0
HCRTR2,antagonist,suvorexant,14.2,Orexin receptor type 2,GPCR,9.45593166351318,True,450.93,4.039400000000001,True,2,1,0,1,80.29,3,0,7,5,55,0,1.0
HCRTR1,antagonist,suvorexant,10.14,Orexin receptor type 1,GPCR,9.259636878967287,True,450.93,4.039400000000001,True,2,1,0,1,80.29,3,0,7,5,55,0,1.0
HTR6,antagonist,amoxapine,0.12,5-hydroxytryptamine receptor 6,GPCR,7.3,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
HTR3A,antagonist,amoxapine,0.06,5-hydroxytryptamine receptor 3A,Ion channel,6.57024772,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
CHRM1,antagonist,amoxapine,0.05,Muscarinic acetylcholine receptor M1,GPCR,6.542118103,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
DRD1,antagonist,amoxapine,0.04,D(1A) dopamine receptor,GPCR,6.7077439289999985,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
DRD4,antagonist,amoxapine,0.08,D(4) dopamine receptor,GPCR,7.47,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
HTR2A,antagonist,amoxapine,0.02,5-hydroxytryptamine receptor 2A,GPCR,8.75,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
DRD2,antagonist,amoxapine,0.04,D(2) dopamine receptor,GPCR,7.79587984085083,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
SLC6A2,inhibitor,amoxapine,0.18,Sodium-dependent noradrenaline transporter,Transporter,7.886056647999999,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
ADRA2A,antagonist,amoxapine,0.04,Alpha-2A adrenergic receptor,GPCR,6.307153081,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
DRD3,antagonist,amoxapine,0.06,D(3) dopamine receptor,GPCR,7.73362302780151,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
SLC6A3,binder,amoxapine,0.02,Sodium-dependent dopamine transporter,Transporter,5.3655,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
HTR7,antagonist,amoxapine,0.06,5-hydroxytryptamine receptor 7,GPCR,6.3,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
HRH1,antagonist,amoxapine,0.02,Histamine H1 receptor,GPCR,7.958607315,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
HTR2B,antagonist,amoxapine,0.05,5-hydroxytryptamine receptor 2B,GPCR,8.18243463,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
HTR1A,antagonist,amoxapine,0.03,5-hydroxytryptamine receptor 1A,GPCR,6.66,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0,0.0
ESR2,agonist,estrone,0.21,Estrogen receptor beta,Nuclear hormone receptor,8.68,True,270.3661,4.309029034000003,True,5,8,1,6,37.3,0,1,2,4,42,0,4.0
ESR1,agonist,estrone,0.21,Estrogen receptor,Nuclear hormone receptor,9.15,True,270.3661,4.309029034000003,True,5,8,1,6,37.3,0,1,2,4,42,0,4.0
GLRA1,potentiator,enflurane,0.35,Glycine receptor subunit alpha-1,Ion channel,,True,184.492,2.7992093016666666,True,7,1,1,0,9.23,3,0,1,0,12,0,1.0
HDAC4,inhibitor,panobinostat,0.32,Histone deacetylase 4,Enzyme,9.22,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
HDAC3,inhibitor,panobinostat,0.4,Histone deacetylase 3,Enzyme,8.96,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
HDAC6,inhibitor,panobinostat,0.38,Histone deacetylase 6,Enzyme,9.15,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
HDAC1,inhibitor,panobinostat,0.69,Histone deacetylase 1,Enzyme,9.0,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
HDAC8,inhibitor,panobinostat,0.21,Histone deacetylase 8,Enzyme,7.66,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
HDAC5,inhibitor,panobinostat,0.18,Histone deacetylase 5,Enzyme,9.15,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
HDAC9,inhibitor,panobinostat,0.39,Histone deacetylase 9,Enzyme,8.92,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0,0.0
AVPR2,antagonist,atosiban,2.1,Vasopressin V2 receptor,GPCR,6.48,True,994.19,-4.606656255666666,False,4,0,0,0,365.67,18,11,15,3,135,0,9.0
AVPR1B,antagonist,atosiban,3.16,Vasopressin V1b receptor,GPCR,7.36,True,994.19,-4.606656255666666,False,4,0,0,0,365.67,18,11,15,3,135,0,9.0
AVPR1A,antagonist,atosiban,2.37,Vasopressin V1a receptor,GPCR,9.82,True,994.19,-4.606656255666666,False,4,0,0,0,365.67,18,11,15,3,135,0,9.0
SCN5A,inhibitor,encainide,4.89,Sodium channel protein type 5 subunit alpha,Ion channel,,True,352.4699,4.492219194666667,True,1,1,0,0,41.57,6,1,3,3,54,0,1.0
CA14,inhibitor,acetazolamide,0.94,Carbonic anhydrase 14,Enzyme,7.39,True,222.245,-1.039466954,True,8,1,0,1,115.04,2,2,6,1,19,0,0.0
CA1,inhibitor,acetazolamide,1.34,Carbonic anhydrase 1,Enzyme,7.92,True,222.245,-1.039466954,True,8,1,0,1,115.04,2,2,6,1,19,0,0.0
CA3,inhibitor,acetazolamide,1.25,Carbonic anhydrase 3,Enzyme,4.08,True,222.245,-1.039466954,True,8,1,0,1,115.04,2,2,6,1,19,0,0.0
CA4,inhibitor,acetazolamide,0.95,Carbonic anhydrase 4,Enzyme,7.96,True,222.245,-1.039466954,True,8,1,0,1,115.04,2,2,6,1,19,0,0.0
CA7,inhibitor,acetazolamide,0.82,Carbonic anhydrase 7,Enzyme,8.6,True,222.245,-1.039466954,True,8,1,0,1,115.04,2,2,6,1,19,0,0.0
AQP1,inhibitor,acetazolamide,6.12,Aquaporin-1,Transporter,,True,222.245,-1.039466954,True,8,1,0,1,115.04,2,2,6,1,19,0,0.0
DDR2,inhibitor,nilotinib,1.46,Discoidin domain-containing receptor 2,Kinase,8.22,True,529.5158,5.361539851000001,False,2,5,0,4,97.62,6,2,7,5,61,0,0.0
KIT,antagonist,nilotinib,1.26,Mast/stem cell growth factor receptor Kit,Kinase,7.77,True,529.5158,5.361539851000001,False,2,5,0,4,97.62,6,2,7,5,61,0,0.0
PDGFRA,inhibitor,nilotinib,0.19,Platelet-derived growth factor receptor alpha,Kinase,7.13,True,529.5158,5.361539851000001,False,2,5,0,4,97.62,6,2,7,5,61,0,0.0
DDR1,inhibitor,nilotinib,1.09,Epithelial discoidin domain-containing receptor 1,Kinase,8.96,True,529.5158,5.361539851000001,False,2,5,0,4,97.62,6,2,7,5,61,0,0.0
MAOB,inhibitor,isocarboxazid,1.67,Amine oxidase [flavin-containing] B,Enzyme,,True,231.2505,1.4255166486666668,True,2,0,0,0,67.16,4,2,4,2,30,0,0.0
MAOA,inhibitor,isocarboxazid,3.22,Amine oxidase [flavin-containing] A,Enzyme,,True,231.2505,1.4255166486666668,True,2,0,0,0,67.16,4,2,4,2,30,0,0.0
HTR2C,antagonist,sarpogrelate,0.33,5-hydroxytryptamine receptor 2C,GPCR,7.4,False,429.513,1.122808987977464,True,2,0,0,0,85.3,13,1,6,2,62,0,1.0
HTR2B,antagonist,sarpogrelate,0.18,5-hydroxytryptamine receptor 2B,GPCR,6.6,False,429.513,1.122808987977464,True,2,0,0,0,85.3,13,1,6,2,62,0,1.0
PDE4D,inhibitor,roflumilast,1.29,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,9.57,True,403.207,4.447540533,True,4,1,0,0,60.45,7,1,4,3,40,0,0.0
PDE4A,inhibitor,roflumilast,1.87,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Enzyme,9.46,True,403.207,4.447540533,True,4,1,0,0,60.45,7,1,4,3,40,0,0.0
PDE4B,inhibitor,roflumilast,1.58,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Enzyme,9.4,True,403.207,4.447540533,True,4,1,0,0,60.45,7,1,4,3,40,0,0.0
PSMB8,inhibitor,carfilzomib,0.75,Proteasome subunit beta type-8,Enzyme,7.85,True,719.9099,4.197719256666663,False,6,0,0,1,158.47,20,4,8,4,109,0,5.0
PSMB5,inhibitor,carfilzomib,0.82,Proteasome subunit beta type-5,Enzyme,8.221848487854,True,719.9099,4.197719256666663,False,6,0,0,1,158.47,20,4,8,4,109,0,5.0
DHODH,inhibitor,teriflunomide,9.04,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Enzyme,7.52,True,270.2073,2.1388831993333333,True,1,2,0,2,69.96,3,1,3,1,28,0,0.0
NR1I2,activator,ritonavir,0.08,Nuclear receptor subfamily 1 group I member 2,Nuclear hormone receptor,,True,720.944,5.2217820329999975,False,2,10,2,9,145.78,17,4,9,4,98,0,4.0
NR3C2,antagonist,progesterone,0.18,Mineralocorticoid receptor,Nuclear hormone receptor,11.0,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
TRPC5,blocker,progesterone,0.05,Short transient receptor potential channel 5,Ion channel,5.3,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
CATSPER4,activator,progesterone,0.18,Cation channel sperm-associated protein 4,Ion channel,8.11,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
NR3C1,partial agonist,progesterone,0.02,Glucocorticoid receptor,Nuclear hormone receptor,7.52,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
SHBG,"potentiator,binder",progesterone,0.1,Sex hormone-binding globulin,Secreted,6.94,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
CATSPER3,activator,progesterone,0.18,Cation channel sperm-associated protein 3,Ion channel,8.11,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
CATSPER1,activator,progesterone,0.18,Cation channel sperm-associated protein 1,Ion channel,8.11,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
CATSPER2,activator,progesterone,0.18,Cation channel sperm-associated protein 2,Ion channel,8.11,True,314.4617,4.148604400666668,True,10,10,0,10,34.14,1,0,2,4,53,0,6.0
CYP11B1,inhibitor,mitotane,4.13,"Cytochrome P450 11B1, mitochondrial",Enzyme,,True,320.041,6.110364791333335,False,5,1,3,1,0.0,3,0,0,2,28,0,1.0
CYP11A1,inhibitor,mitotane,5.16,"Cholesterol side-chain cleavage enzyme, mitochondrial",Enzyme,,True,320.041,6.110364791333335,False,5,1,3,1,0.0,3,0,0,2,28,0,1.0
SLC6A4,inhibitor,venlafaxine,0.56,Sodium-dependent serotonin transporter,Transporter,8.0506,True,277.4018,2.7385227043333327,True,3,2,0,2,32.7,5,1,3,2,47,0,1.0
SLC6A3,inhibitor,venlafaxine,0.22,Sodium-dependent dopamine transporter,Transporter,5.44,True,277.4018,2.7385227043333327,True,3,2,0,2,32.7,5,1,3,2,47,0,1.0
HTR1E,agonist,ergometrine,0.32,5-hydroxytryptamine receptor 1E,GPCR,7.7,True,325.4048,1.0706959856666662,True,1,1,0,1,68.36,3,3,3,4,47,0,3.0
,negative modulator,uracil mustard,,DNA,DNA,,True,252.098,0.40531176,True,1,0,0,0,68.96,5,2,3,1,26,0,0.0
ADORA3,antagonist,nicardipine,0.05,Adenosine receptor A3,GPCR,5.49,True,479.525,3.558611921333333,True,15,8,0,3,111.01,9,1,8,3,64,0,1.0
PGR,agonist,norgestimate,1.58,Progesterone receptor,Nuclear hormone receptor,,True,369.4971,4.112401798666666,True,3,4,2,2,55.73,3,0,4,4,58,0,6.0
HTR1B,agonist,oxymetazoline,0.06,5-hydroxytryptamine receptor 1B,GPCR,9.52,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
HTR1D,agonist,oxymetazoline,0.07,5-hydroxytryptamine receptor 1D,GPCR,9.4,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
ADRA2B,binder,oxymetazoline,0.21,Alpha-2B adrenergic receptor,GPCR,6.2,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
HTR2C,agonist,oxymetazoline,0.04,5-hydroxytryptamine receptor 2C,GPCR,6.8,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
ADRA1B,agonist,oxymetazoline,0.21,Alpha-1B adrenergic receptor,GPCR,6.5,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
ADRA2C,agonist,oxymetazoline,0.14,Alpha-2C adrenergic receptor,GPCR,9.0,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
ADRA1D,agonist,oxymetazoline,0.33,Alpha-1D adrenergic receptor,GPCR,6.4,True,260.3746,3.0323152052087035,True,10,2,0,0,44.62,2,2,3,2,43,0,0.0
CHRM2,agonist,cevimeline,0.09,Muscarinic acetylcholine receptor M2,GPCR,5.983,True,199.313,0.9964063116666658,True,2,3,0,0,12.47,0,0,3,4,30,0,2.0
CHRM3,agonist,cevimeline,0.74,Muscarinic acetylcholine receptor M3,GPCR,7.3188,True,199.313,0.9964063116666658,True,2,3,0,0,12.47,0,0,3,4,30,0,2.0
