gene_name,interaction_types,drug_claim_primary_name,interaction_group_score,TARGET_NAME,TARGET_CLASS,ACT_VALUE,drug_approved,drug_avr_mass,drug_predicted_logp,drug_rule_of_five,drug_nr_targets,drug_nr_enzymes,drug_nr_carriers,drug_nr_transporters,POLAR_SURFACE_AREA,ROTATABLE_BOND_COUNT,HYDROGEN_BOND_DONORS,HYDROGEN_BOND_ACCEPTORS,RING_COUNT,ATOM_COUNT,CHIRAL_CENTER_COUNT
HTR2C,antagonist,thioridazine,0.04,5-hydroxytryptamine receptor 2C,GPCR,7.3,True,370.575,5.4693059060000015,False,6,3,0,0,6.48,4,0,4,4,51,1.0
ADRA1B,antagonist,thioridazine,0.05,Alpha-1B adrenergic receptor,GPCR,8.61978912353516,True,370.575,5.4693059060000015,False,6,3,0,0,6.48,4,0,4,4,51,1.0
HTR7,antagonist,thioridazine,0.04,5-hydroxytryptamine receptor 7,GPCR,7.15,True,370.575,5.4693059060000015,False,6,3,0,0,6.48,4,0,4,4,51,1.0
SLC12A3,inhibitor,indapamide,3.94,Solute carrier family 12 member 3,Transporter,7.54,True,365.835,2.639544322333333,True,1,2,2,0,92.5,3,2,4,3,40,1.0
PDE4A,antagonist,apremilast,1.99,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Enzyme,7.85,True,460.5,1.3102076129999998,True,1,3,0,1,119.08,8,1,7,3,56,1.0
PDE4D,inhibitor,apremilast,0.86,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,7.1307682991027805,True,460.5,1.3102076129999998,True,1,3,0,1,119.08,8,1,7,3,56,1.0
PDE4C,inhibitor,apremilast,1.0,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Enzyme,6.93,True,460.5,1.3102076129999998,True,1,3,0,1,119.08,8,1,7,3,56,1.0
IMPDH2,inhibitor,ribavirin,0.86,Inosine-5'-monophosphate dehydrogenase 2,Enzyme,6.0,True,244.2047,-2.7682973950000003,True,5,2,0,2,143.72,3,4,8,2,29,4.0
HDAC1,inhibitor,romidepsin,0.48,Histone deacetylase 1,Enzyme,7.0,True,540.69,1.0779514013333338,False,5,5,0,2,142.7,2,4,8,2,72,4.0
HDAC4,inhibitor,romidepsin,0.41,Histone deacetylase 4,Enzyme,6.2924,True,540.69,1.0779514013333338,False,5,5,0,2,142.7,2,4,8,2,72,4.0
HDAC9,inhibitor,romidepsin,0.25,Histone deacetylase 9,Enzyme,5.96,True,540.69,1.0779514013333338,False,5,5,0,2,142.7,2,4,8,2,72,4.0
HDAC8,inhibitor,romidepsin,0.3,Histone deacetylase 8,Enzyme,9.82,True,540.69,1.0779514013333338,False,5,5,0,2,142.7,2,4,8,2,72,4.0
HDAC7,inhibitor,romidepsin,0.31,Histone deacetylase 7,Enzyme,5.9,True,540.69,1.0779514013333338,False,5,5,0,2,142.7,2,4,8,2,72,4.0
DPYD,inhibitor,gimeracil,7.57,Dihydropyrimidine dehydrogenase [NADP(+)],Enzyme,6.6382722854614284,True,145.54,0.12644476800000015,True,1,0,0,0,53.09,0,2,2,1,13,0.0
OPRK1,agonist,tramadol,0.11,Kappa-type opioid receptor,GPCR,7.85,True,263.3752,2.4498614993333323,True,15,4,0,0,32.7,4,1,3,2,44,2.0
OPRD1,agonist,tramadol,0.15,Delta-type opioid receptor,GPCR,8.03,True,263.3752,2.4498614993333323,True,15,4,0,0,32.7,4,1,3,2,44,2.0
ADRA2A,agonist,clonidine,0.49,Alpha-2A adrenergic receptor,GPCR,8.7,True,230.09400000000002,2.485088703666668,True,6,5,1,3,36.42,1,2,1,2,23,0.0
SLC22A1,inhibitor,clonidine,0.29,Solute carrier family 22 member 1,Transporter,4.65,True,230.09400000000002,2.485088703666668,True,6,5,1,3,36.42,1,2,1,2,23,0.0
ADRA2B,agonist,clonidine,0.28,Alpha-2B adrenergic receptor,GPCR,7.5,True,230.09400000000002,2.485088703666668,True,6,5,1,3,36.42,1,2,1,2,23,0.0
ADRA2C,agonist,clonidine,0.29,Alpha-2C adrenergic receptor,GPCR,6.7,True,230.09400000000002,2.485088703666668,True,6,5,1,3,36.42,1,2,1,2,23,0.0
ADRA1A,agonist,clonidine,0.05,Alpha-1A adrenergic receptor,GPCR,6.499999953,True,230.09400000000002,2.485088703666668,True,6,5,1,3,36.42,1,2,1,2,23,0.0
ADRA1B,agonist,clonidine,0.08,Alpha-1B adrenergic receptor,GPCR,6.5,True,230.09400000000002,2.485088703666668,True,6,5,1,3,36.42,1,2,1,2,23,0.0
DRD5,other,aripiprazole,0.1,D(1B) dopamine receptor,GPCR,5.681212902069089,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR1A,other,aripiprazole,0.09,5-hydroxytryptamine receptor 1A,GPCR,8.15,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR1B,other,aripiprazole,0.06,5-hydroxytryptamine receptor 1B,GPCR,6.1,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRA1A,antagonist,aripiprazole,0.02,Alpha-1A adrenergic receptor,GPCR,7.244,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
SLC6A3,other,aripiprazole,0.03,Sodium-dependent dopamine transporter,Transporter,5.49248170852661,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HRH1,antagonist,aripiprazole,0.03,Histamine H1 receptor,GPCR,7.2147,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
DRD2,agonist,aripiprazole,0.22,D(2) dopamine receptor,GPCR,8.71,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR7,other,aripiprazole,0.06,5-hydroxytryptamine receptor 7,GPCR,7.69,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
CHRM1,other,aripiprazole,0.02,Muscarinic acetylcholine receptor M1,GPCR,5.1688985824585005,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR6,antagonist,aripiprazole,0.07,5-hydroxytryptamine receptor 6,GPCR,6.51,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
DRD1,other,aripiprazole,0.02,D(1A) dopamine receptor,GPCR,6.060016632080081,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR2A,antagonist,aripiprazole,0.06,5-hydroxytryptamine receptor 2A,GPCR,7.9,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR1D,other,aripiprazole,0.07,5-hydroxytryptamine receptor 1D,GPCR,7.2,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
DRD3,other,aripiprazole,0.04,D(3) dopamine receptor,GPCR,8.53,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
CHRM4,other,aripiprazole,0.04,Muscarinic acetylcholine receptor M4,GPCR,5.8180136680603,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
CHRM5,other,aripiprazole,0.04,Muscarinic acetylcholine receptor M5,GPCR,5.6329240798950195,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRB1,other,aripiprazole,0.02,Beta-1 adrenergic receptor,GPCR,6.8507809638977095,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR2C,agonist,aripiprazole,0.04,5-hydroxytryptamine receptor 2C,GPCR,7.36,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR3A,antagonist,aripiprazole,0.04,5-hydroxytryptamine receptor 3A,Ion channel,6.2020401954650906,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
DRD4,other,aripiprazole,0.05,D(4) dopamine receptor,GPCR,6.65,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRA2C,antagonist,aripiprazole,0.03,Alpha-2C adrenergic receptor,GPCR,7.42136096954346,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRA2B,other,aripiprazole,0.04,Alpha-2B adrenergic receptor,GPCR,6.991399765014651,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
SLC6A4,other,aripiprazole,0.03,Sodium-dependent serotonin transporter,Transporter,6.83,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR1E,other,aripiprazole,0.1,5-hydroxytryptamine receptor 1E,GPCR,5.09690999984741,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR5A,other,aripiprazole,0.07,5-hydroxytryptamine receptor 5A,GPCR,5.9064030647277805,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRA1B,antagonist,aripiprazole,0.03,Alpha-1B adrenergic receptor,GPCR,7.4634709358215305,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
CHRM3,other,aripiprazole,0.03,Muscarinic acetylcholine receptor M3,GPCR,5.33003282546997,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
HTR2B,other,aripiprazole,0.03,5-hydroxytryptamine receptor 2B,GPCR,9.44369792938232,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
CHRM2,other,aripiprazole,0.03,Muscarinic acetylcholine receptor M2,GPCR,5.45487833023071,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRA2A,antagonist,aripiprazole,0.03,Alpha-2A adrenergic receptor,GPCR,7.1307682991027805,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
ADRB2,other,aripiprazole,0.01,Beta-2 adrenergic receptor,GPCR,6.7878123960000005,True,448.385,4.901243659333332,True,38,4,1,0,44.81,7,1,4,4,57,0.0
EDNRA,antagonist,bosentan,8.22,Endothelin-1 receptor,GPCR,8.12,True,551.614,4.941747168000001,False,2,2,0,1,145.65,10,2,10,4,68,0.0
CHRM2,antagonist,propantheline,0.08,Muscarinic acetylcholine receptor M2,GPCR,9.5,True,368.4892,0.3637936438615875,True,1,0,0,0,35.53,6,0,3,3,57,0.0
CHRM4,antagonist,propantheline,0.12,Muscarinic acetylcholine receptor M4,GPCR,10.2,True,368.4892,0.3637936438615875,True,1,0,0,0,35.53,6,0,3,3,57,0.0
CHRM3,antagonist,propantheline,0.07,Muscarinic acetylcholine receptor M3,GPCR,10.0,True,368.4892,0.3637936438615875,True,1,0,0,0,35.53,6,0,3,3,57,0.0
PTGS2,inhibitor,nimesulide,0.15,Prostaglandin G/H synthase 2,Enzyme,6.4,True,308.31,1.7866563706666665,True,3,1,0,0,98.54,5,1,5,2,33,0.0
PTGS1,inhibitor,nimesulide,0.03,Prostaglandin G/H synthase 1,Enzyme,5.21,True,308.31,1.7866563706666665,True,3,1,0,0,98.54,5,1,5,2,33,0.0
ACHE,inhibitor,neostigmine,10.0,Acetylcholinesterase,Enzyme,7.59,True,223.2915,-2.2459823888050785,True,1,1,0,0,29.54,2,0,2,1,35,0.0
ADRA1A,antagonist,risperidone,0.04,Alpha-1A adrenergic receptor,GPCR,8.5528,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HRH1,antagonist,risperidone,0.03,Histamine H1 receptor,GPCR,7.4815,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
ADRA1B,antagonist,risperidone,0.07,Alpha-1B adrenergic receptor,GPCR,8.48,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
ADRA2C,antagonist,risperidone,0.03,Alpha-2C adrenergic receptor,GPCR,8.4949,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR1B,antagonist,risperidone,0.01,5-hydroxytryptamine receptor 1B,GPCR,7.49,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
DRD2,antagonist,risperidone,0.27,D(2) dopamine receptor,GPCR,8.49,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR1F,antagonist,risperidone,0.03,5-hydroxytryptamine receptor 1F,GPCR,5.9,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR2C,antagonist,risperidone,0.12,5-hydroxytryptamine receptor 2C,GPCR,7.7,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
ADRA1D,antagonist,risperidone,0.01,Alpha-1D adrenergic receptor,GPCR,7.4,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR1D,antagonist,risperidone,0.04,5-hydroxytryptamine receptor 1D,GPCR,7.6,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR6,antagonist,risperidone,0.05,5-hydroxytryptamine receptor 6,GPCR,6.65,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR7,antagonist,risperidone,0.04,5-hydroxytryptamine receptor 7,GPCR,8.47,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
ADRA2B,antagonist,risperidone,0.04,Alpha-2B adrenergic receptor,GPCR,7.77,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HTR1E,antagonist,risperidone,0.02,5-hydroxytryptamine receptor 1E,GPCR,5.9,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
DRD1,antagonist,risperidone,0.01,D(1A) dopamine receptor,GPCR,7.68,True,410.4845,2.6276210843333327,True,13,2,2,1,64.16,4,0,6,5,57,0.0
HRH1,antagonist,alimemazine,1.85,Histamine H1 receptor,GPCR,7.192569376253709,True,298.44599999999997,4.410279125333334,True,1,0,0,0,6.48,4,0,3,3,43,1.0
HTR2A,antagonist,brexpiprazole,0.17,5-hydroxytryptamine receptor 2A,GPCR,9.327901840209961,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0.0
ADRA1B,antagonist,brexpiprazole,0.15,Alpha-1B adrenergic receptor,GPCR,9.769551277160641,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0.0
DRD2,other,brexpiprazole,0.23,D(2) dopamine receptor,GPCR,9.52287864685059,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0.0
ADRA2C,antagonist,brexpiprazole,0.15,Alpha-2C adrenergic receptor,GPCR,9.22914791107178,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0.0
HTR1A,other,brexpiprazole,0.27,5-hydroxytryptamine receptor 1A,GPCR,9.92081832885742,True,433.57,4.6497025926666655,True,5,2,0,0,48.57,7,1,5,5,58,0.0
CNR1,agonist,dronabinol,1.65,Cannabinoid receptor 1,GPCR,8.54,True,314.4617,5.944157107333332,False,2,3,0,2,29.46,4,1,2,3,53,2.0
HTR2A,antagonist,cyclobenzaprine,0.16,5-hydroxytryptamine receptor 2A,GPCR,7.5409,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
HTR2B,antagonist,cyclobenzaprine,0.11,5-hydroxytryptamine receptor 2B,GPCR,6.8125,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
SLC6A4,inhibitor,cyclobenzaprine,0.1,Sodium-dependent serotonin transporter,Transporter,6.9666,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
HTR6,antagonist,cyclobenzaprine,0.17,5-hydroxytryptamine receptor 6,GPCR,6.8386,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
HTR7,antagonist,cyclobenzaprine,0.13,5-hydroxytryptamine receptor 7,GPCR,6.8210000000000015,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
AOX1,inhibitor,cyclobenzaprine,1.25,Aldehyde oxidase,Enzyme,5.5086,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
HTR2C,antagonist,cyclobenzaprine,0.07,5-hydroxytryptamine receptor 2C,GPCR,7.2441,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
SLC6A2,inhibitor,cyclobenzaprine,0.11,Sodium-dependent noradrenaline transporter,Transporter,7.4437,True,275.3874,4.613013258333333,True,9,5,1,0,3.24,3,0,1,3,42,0.0
DRD2,agonist,rotigotine,0.23,D(2) dopamine receptor,GPCR,10.22,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,1.0
DRD4,agonist,rotigotine,0.56,D(4) dopamine receptor,GPCR,7.26,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,1.0
DRD5,agonist,rotigotine,0.66,D(1B) dopamine receptor,GPCR,6.0,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,1.0
DRD3,agonist,rotigotine,0.4,D(3) dopamine receptor,GPCR,8.4,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,1.0
DRD1,agonist,rotigotine,0.18,D(1A) dopamine receptor,GPCR,5.6,True,315.48,4.339127960423522,True,7,2,0,0,23.47,6,1,3,3,47,1.0
HRH1,antagonist,amitriptyline,0.04,Histamine H1 receptor,GPCR,9.3,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
CHRM1,antagonist,amitriptyline,0.05,Muscarinic acetylcholine receptor M1,GPCR,7.83,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
CHRM2,antagonist,amitriptyline,0.02,Muscarinic acetylcholine receptor M2,GPCR,8.1,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
ADRA1A,other,amitriptyline,0.02,Alpha-1A adrenergic receptor,GPCR,7.9,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
SLC6A4,inhibitor,amitriptyline,0.19,Sodium-dependent serotonin transporter,Transporter,8.3665,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HTR7,antagonist,amitriptyline,0.06,5-hydroxytryptamine receptor 7,GPCR,6.4,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
SLC6A2,inhibitor,amitriptyline,0.12,Sodium-dependent noradrenaline transporter,Transporter,7.4559,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
SIGMAR1,agonist,amitriptyline,0.19,Sigma non-opioid intracellular receptor 1,Receptor,6.25,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HTR2A,antagonist,amitriptyline,0.03,5-hydroxytryptamine receptor 2A,GPCR,7.96,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HTR2C,antagonist,amitriptyline,0.03,5-hydroxytryptamine receptor 2C,GPCR,8.1,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HRH2,inhibitor,amitriptyline,0.12,Histamine H2 receptor,GPCR,6.8,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HTR6,antagonist,amitriptyline,0.11,5-hydroxytryptamine receptor 6,GPCR,7.05,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HRH4,other,amitriptyline,0.12,Histamine H4 receptor,GPCR,8.14,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
CHRM5,antagonist,amitriptyline,0.03,Muscarinic acetylcholine receptor M5,GPCR,7.8,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
KCNH2,inhibitor,amitriptyline,0.01,Potassium voltage-gated channel subfamily H member 2,Ion channel,5.0,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
ADRA2A,other,amitriptyline,0.06,Alpha-2A adrenergic receptor,GPCR,6.879426069,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
CHRM3,antagonist,amitriptyline,0.02,Muscarinic acetylcholine receptor M3,GPCR,7.89,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
ADRA1D,antagonist,amitriptyline,0.04,Alpha-1D adrenergic receptor,GPCR,8.251811972999999,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
CHRM4,antagonist,amitriptyline,0.03,Muscarinic acetylcholine receptor M4,GPCR,8.14,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
HTR1A,other,amitriptyline,0.05,5-hydroxytryptamine receptor 1A,GPCR,6.7212,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
NTRK1,other,amitriptyline,0.09,High affinity nerve growth factor receptor,Kinase,4.2199997901916495,True,277.4033,4.809534915,True,28,10,2,1,3.24,3,0,1,3,44,0.0
FLT1,inhibitor,axitinib,0.45,Vascular endothelial growth factor receptor 1,Kinase,8.24,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0.0
FLT4,inhibitor,axitinib,0.36,Vascular endothelial growth factor receptor 3,Kinase,6.77,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0.0
KDR,inhibitor,axitinib,0.32,Vascular endothelial growth factor receptor 2,Kinase,8.23,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0.0
PDGFRB,inhibitor,axitinib,0.14,Platelet-derived growth factor receptor beta,Kinase,9.24,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0.0
PLK4,inhibitor,axitinib,0.14,Serine/threonine-protein kinase PLK4,Kinase,8.38,True,386.47,4.148864336333333,True,3,5,0,2,70.67,5,2,4,4,46,0.0
HRH1,agonist,histamine,0.18,Histamine H1 receptor,GPCR,4.1,True,111.1451,-0.7009711443333334,True,5,1,0,4,54.7,2,2,2,1,17,0.0
HRH3,agonist,histamine,0.6,Histamine H3 receptor,GPCR,8.28,True,111.1451,-0.7009711443333334,True,5,1,0,4,54.7,2,2,2,1,17,0.0
HRH4,agonist,histamine,1.08,Histamine H4 receptor,GPCR,8.1,True,111.1451,-0.7009711443333334,True,5,1,0,4,54.7,2,2,2,1,17,0.0
ESR2,antagonist,bazedoxifene,0.57,Estrogen receptor beta,Receptor,8.42,True,470.61300000000006,6.005592582323557,False,2,3,0,0,57.86,7,2,5,5,69,0.0
ESR1,antagonist,bazedoxifene,0.28,Estrogen receptor,Receptor,9.22,True,470.61300000000006,6.005592582323557,False,2,3,0,0,57.86,7,2,5,5,69,0.0
SCN9A,inhibitor,carbamazepine,0.02,Sodium channel protein type 9 subunit alpha,Ion channel,4.66,True,236.2686,2.766030386333333,True,3,11,0,3,46.33,0,1,1,3,30,0.0
SCN4A,inhibitor,carbamazepine,0.02,Sodium channel protein type 4 subunit alpha,Ion channel,4.28,True,236.2686,2.766030386333333,True,3,11,0,3,46.33,0,1,1,3,30,0.0
KEAP1,other,dimethyl fumarate,1.0172222222222222,Kelch-like ECH-associated protein 1,Other,7.192569376253709,True,144.1253,0.7175404473333331,True,2,0,0,0,52.6,2,0,4,0,18,0.0
ADORA3,antagonist,istradefylline,0.34,Adenosine receptor A3,GPCR,5.35,True,384.436,2.417824491333333,True,2,10,2,6,80.28,6,0,8,3,52,0.0
ADORA2A,antagonist,istradefylline,1.44,Adenosine receptor A2a,GPCR,8.66,True,384.436,2.417824491333333,True,2,10,2,6,80.28,6,0,8,3,52,0.0
ADORA1,antagonist,istradefylline,0.75,Adenosine receptor A1,GPCR,6.08,True,384.436,2.417824491333333,True,2,10,2,6,80.28,6,0,8,3,52,0.0
HCRTR2,antagonist,suvorexant,10.0,Orexin receptor type 2,GPCR,9.45593166351318,True,450.93,4.039400000000001,True,2,1,0,1,80.29,3,0,7,5,55,1.0
HCRTR1,antagonist,suvorexant,10.0,Orexin receptor type 1,GPCR,9.259636878967287,True,450.93,4.039400000000001,True,2,1,0,1,80.29,3,0,7,5,55,1.0
HTR6,antagonist,amoxapine,0.12,5-hydroxytryptamine receptor 6,GPCR,7.3,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
HTR3A,antagonist,amoxapine,0.06,5-hydroxytryptamine receptor 3A,Ion channel,6.57024772,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
CHRM1,antagonist,amoxapine,0.05,Muscarinic acetylcholine receptor M1,GPCR,6.542118103,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
DRD1,antagonist,amoxapine,0.04,D(1A) dopamine receptor,GPCR,6.707743928999999,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
DRD4,antagonist,amoxapine,0.08,D(4) dopamine receptor,GPCR,7.47,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
HTR2A,antagonist,amoxapine,0.02,5-hydroxytryptamine receptor 2A,GPCR,8.75,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
DRD2,antagonist,amoxapine,0.04,D(2) dopamine receptor,GPCR,7.79587984085083,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
SLC6A2,inhibitor,amoxapine,0.18,Sodium-dependent noradrenaline transporter,Transporter,7.886056647999999,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
ADRA2A,antagonist,amoxapine,0.04,Alpha-2A adrenergic receptor,GPCR,6.307153081,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
DRD3,antagonist,amoxapine,0.06,D(3) dopamine receptor,GPCR,7.73362302780151,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
SLC6A3,other,amoxapine,0.02,Sodium-dependent dopamine transporter,Transporter,5.3655,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
HTR7,antagonist,amoxapine,0.06,5-hydroxytryptamine receptor 7,GPCR,6.3,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
HRH1,antagonist,amoxapine,0.02,Histamine H1 receptor,GPCR,7.958607315,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
HTR2B,antagonist,amoxapine,0.05,5-hydroxytryptamine receptor 2B,GPCR,8.18243463,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
HTR1A,antagonist,amoxapine,0.03,5-hydroxytryptamine receptor 1A,GPCR,6.66,True,313.781,3.077554494666667,True,25,1,1,0,36.86,0,1,4,4,38,0.0
ESR2,agonist,estrone,0.21,Estrogen receptor beta,Receptor,8.68,True,270.3661,4.309029034000003,True,5,8,1,6,37.3,0,1,2,4,42,4.0
ESR1,agonist,estrone,0.21,Estrogen receptor,Receptor,9.15,True,270.3661,4.309029034000003,True,5,8,1,6,37.3,0,1,2,4,42,4.0
GLRA1,other,enflurane,0.35,Glycine receptor subunit alpha-1,Ion channel,7.192569376253709,True,184.49200000000002,2.7992093016666666,True,7,1,1,0,9.23,3,0,1,0,12,1.0
HDAC4,inhibitor,panobinostat,0.32,Histone deacetylase 4,Enzyme,9.22,True,349.434,2.4776242830059205,True,1,2,0,1,77.15,7,4,3,3,49,0.0
